invoice_date,Region,total_revenue,transaction_count,avg_transaction_value,total_quantity,unique_customers,active_malls
2022-08-23,Pendik,1886.88,4,471.72,16,4,1
2022-08-23,Üsküdar,33029.95,5,6605.99,16,5,1
2022-08-23,Şişli,22875.97,16,1429.75,40,16,1
2022-08-24,Ataşehir,24738.63,16,1546.16,57,16,1
2022-08-24,Bayrampaşa,27257.86,6,4542.98,22,6,2
2022-08-24,Beşiktaş,69178.81,33,2096.33,105,33,2
2022-08-24,Levent,44515.76,42,1059.9,108,42,2
2022-08-24,Pendik,9321.64,8,1165.21,22,8,1
2022-08-24,Üsküdar,24401.97,6,4066.99,19,6,1
2022-08-24,Şişli,24647.79,10,2464.78,36,10,1
2022-08-25,Ataşehir,10069.44,8,1258.68,15,8,1
2022-08-25,Bayrampaşa,37767.38,17,2221.61,47,17,2
2022-08-25,Beşiktaş,48854.42,29,1684.64,85,29,2
2022-08-25,Levent,69295.32,38,1823.56,103,38,2
2022-08-25,Pendik,12731.51,7,1818.79,23,7,1
2022-08-25,Üsküdar,2549.13,5,509.83,14,5,1
2022-08-25,Şişli,37356.7,17,2197.45,48,17,1
2022-08-26,Ataşehir,11239.95,9,1248.88,35,9,1
2022-08-26,Bayrampaşa,22407.02,12,1867.25,36,12,2
2022-08-26,Beşiktaş,78955.96,32,2467.37,91,32,2
2022-08-26,Levent,90029.36,54,1667.21,149,54,2
2022-08-26,Pendik,9756.8,5,1951.36,12,5,1
2022-08-26,Üsküdar,19223.61,10,1922.36,32,10,1
2022-08-26,Şişli,32371.18,15,2158.08,55,15,1
2022-08-27,Ataşehir,18307.4,10,1830.74,29,10,1
2022-08-27,Bayrampaşa,20749.0,12,1729.08,37,12,2
2022-08-27,Beşiktaş,35841.17,29,1235.9,81,29,2
2022-08-27,Levent,83674.78,42,1992.26,121,42,2
2022-08-27,Pendik,25665.57,7,3666.51,28,7,1
2022-08-27,Üsküdar,914.5,5,182.9,12,5,1
2022-08-27,Şişli,26254.14,12,2187.85,36,12,1
2022-08-28,Ataşehir,27093.15,14,1935.23,41,14,1
2022-08-28,Bayrampaşa,14578.25,9,1619.81,31,9,2
2022-08-28,Beşiktaş,40197.36,20,2009.87,61,20,2
2022-08-28,Levent,73993.51,53,1396.1,151,53,2
2022-08-28,Pendik,15126.55,8,1890.82,21,8,1
2022-08-28,Üsküdar,7355.21,9,817.25,24,9,1
2022-08-28,Şişli,23615.29,6,3935.88,19,6,1
2022-08-29,Ataşehir,33904.04,13,2608.0,40,13,1
2022-08-29,Bayrampaşa,18266.88,9,2029.65,32,9,2
2022-08-29,Beşiktaş,41084.1,25,1643.36,79,25,2
2022-08-29,Levent,90657.89,47,1928.89,136,47,2
2022-08-29,Pendik,22372.16,8,2796.52,21,8,1
2022-08-29,Üsküdar,1039.62,4,259.9,5,4,1
2022-08-29,Şişli,34413.17,17,2024.3,50,17,1
2022-08-30,Ataşehir,20512.18,15,1367.48,38,15,1
2022-08-30,Bayrampaşa,29677.75,9,3297.53,30,9,2
2022-08-30,Beşiktaş,86709.27,37,2343.49,119,37,2
2022-08-30,Levent,60640.59,39,1554.89,114,39,2
2022-08-30,Pendik,1362.36,3,454.12,4,3,1
2022-08-30,Üsküdar,30960.54,9,3440.06,32,9,1
2022-08-30,Şişli,34517.68,16,2157.35,43,16,1
2022-08-31,Ataşehir,40874.79,15,2724.99,55,15,1
2022-08-31,Bayrampaşa,15887.02,13,1222.08,33,13,2
2022-08-31,Beşiktaş,68841.63,28,2458.63,80,28,2
2022-08-31,Levent,105270.22,33,3190.01,100,33,2
2022-08-31,Pendik,11439.22,8,1429.9,23,8,1
2022-08-31,Üsküdar,5800.22,3,1933.41,7,3,1
2022-08-31,Şişli,37669.34,15,2511.29,51,15,1
2022-09-01,Ataşehir,29051.19,11,2641.02,32,11,1
2022-09-01,Bayrampaşa,35807.95,12,2984.0,43,12,2
2022-09-01,Beşiktaş,47306.61,24,1971.11,75,24,2
2022-09-01,Levent,104385.25,43,2427.56,125,43,2
2022-09-01,Pendik,17934.16,7,2562.02,22,7,1
2022-09-01,Üsküdar,256.16,1,256.16,3,1,1
2022-09-01,Şişli,4622.0,6,770.33,15,6,1
2022-09-02,Ataşehir,23655.76,11,2150.52,30,11,1
2022-09-02,Bayrampaşa,16348.01,5,3269.6,14,5,2
2022-09-02,Beşiktaş,68673.18,34,2019.8,115,34,2
2022-09-02,Levent,83114.68,42,1978.92,125,42,2
2022-09-02,Pendik,17629.61,7,2518.52,25,7,1
2022-09-02,Üsküdar,7586.88,2,3793.44,4,2,1
2022-09-02,Şişli,49206.86,16,3075.43,54,16,1
2022-09-03,Ataşehir,9750.95,14,696.5,36,14,1
2022-09-03,Bayrampaşa,5666.65,11,515.15,32,11,2
2022-09-03,Beşiktaş,82603.37,30,2753.45,96,30,2
2022-09-03,Levent,61251.47,41,1493.94,111,41,2
2022-09-03,Pendik,3484.4,4,871.1,8,4,1
2022-09-03,Üsküdar,5883.44,7,840.49,18,7,1
2022-09-03,Şişli,10141.32,5,2028.26,18,5,1
2022-09-04,Ataşehir,30424.45,10,3042.44,39,10,1
2022-09-04,Bayrampaşa,35652.56,11,3241.14,34,11,2
2022-09-04,Beşiktaş,62838.77,25,2513.55,80,25,2
2022-09-04,Levent,124831.6,50,2496.63,141,50,2
2022-09-04,Pendik,1071.38,2,535.69,6,2,1
2022-09-04,Üsküdar,21894.73,5,4378.95,18,5,1
2022-09-04,Şişli,35044.21,13,2695.71,36,13,1
2022-09-05,Ataşehir,40070.33,12,3339.19,37,12,1
2022-09-05,Bayrampaşa,23663.36,14,1690.24,38,14,2
2022-09-05,Beşiktaş,77634.56,33,2352.56,104,33,2
2022-09-05,Levent,68448.0,46,1488.0,125,46,2
2022-09-05,Pendik,9889.74,8,1236.22,27,8,1
2022-09-05,Üsküdar,2894.4,4,723.6,10,4,1
2022-09-05,Şişli,23528.7,12,1960.72,31,12,1
2022-09-06,Ataşehir,20221.74,13,1555.52,36,13,1
2022-09-06,Bayrampaşa,7922.75,8,990.34,17,8,2
2022-09-06,Beşiktaş,81360.59,40,2034.01,125,40,2
2022-09-06,Levent,139143.69,49,2839.67,151,49,2
2022-09-06,Pendik,17666.64,8,2208.33,28,8,1
2022-09-06,Üsküdar,7480.65,5,1496.13,19,5,1
2022-09-06,Şişli,11641.1,7,1663.01,24,7,1
2022-09-07,Ataşehir,17762.12,16,1110.13,36,16,1
2022-09-07,Bayrampaşa,21409.53,12,1784.13,34,12,2
2022-09-07,Beşiktaş,48857.31,26,1879.13,85,26,2
2022-09-07,Levent,46872.47,44,1065.28,115,44,2
2022-09-07,Pendik,40550.11,9,4505.57,32,9,1
2022-09-07,Üsküdar,9534.37,7,1362.05,15,7,1
2022-09-07,Şişli,22715.02,10,2271.5,36,10,1
2022-09-08,Ataşehir,5850.74,12,487.56,37,12,1
2022-09-08,Bayrampaşa,29676.43,9,3297.38,28,9,2
2022-09-08,Beşiktaş,30898.67,24,1287.44,61,24,2
2022-09-08,Levent,92638.8,40,2315.97,115,40,2
2022-09-08,Pendik,13074.58,6,2179.1,20,6,1
2022-09-08,Üsküdar,4252.22,4,1063.06,8,4,1
2022-09-08,Şişli,51810.82,13,3985.45,46,13,1
2022-09-09,Ataşehir,22865.35,7,3266.48,17,7,1
2022-09-09,Bayrampaşa,11255.19,8,1406.9,26,8,2
2022-09-09,Beşiktaş,58123.87,28,2075.85,86,28,2
2022-09-09,Levent,109280.39,53,2061.89,172,53,2
2022-09-09,Pendik,26356.91,10,2635.69,26,10,1
2022-09-09,Üsküdar,6055.74,9,672.86,20,9,1
2022-09-09,Şişli,27605.05,23,1200.22,64,23,1
2022-09-10,Ataşehir,46910.74,16,2931.92,53,16,1
2022-09-10,Bayrampaşa,38066.79,16,2379.17,46,16,2
2022-09-10,Beşiktaş,64284.1,18,3571.34,60,18,2
2022-09-10,Levent,78840.5,43,1833.5,131,43,2
2022-09-10,Pendik,851.53,3,283.84,11,3,1
2022-09-10,Üsküdar,13683.06,2,6841.53,5,2,1
2022-09-10,Şişli,30775.93,18,1709.77,47,18,1
2022-09-11,Ataşehir,17601.47,13,1353.96,45,13,1
2022-09-11,Bayrampaşa,49021.52,12,4085.13,45,12,2
2022-09-11,Beşiktaş,33992.2,30,1133.07,90,30,2
2022-09-11,Levent,113135.18,44,2571.25,142,44,2
2022-09-11,Pendik,7795.95,7,1113.71,18,7,1
2022-09-11,Üsküdar,9684.69,8,1210.59,17,8,1
2022-09-11,Şişli,17379.79,10,1737.98,17,10,1
2022-09-12,Ataşehir,74983.02,17,4410.77,59,17,1
2022-09-12,Bayrampaşa,37059.69,12,3088.31,33,12,2
2022-09-12,Beşiktaş,79309.08,28,2832.47,85,28,2
2022-09-12,Levent,63170.25,47,1344.05,138,47,2
2022-09-12,Pendik,27709.61,7,3958.52,24,7,1
2022-09-12,Üsküdar,28312.99,6,4718.83,15,6,1
2022-09-12,Şişli,1922.76,5,384.55,15,5,1
2022-09-13,Ataşehir,35518.51,17,2089.32,54,17,1
2022-09-13,Bayrampaşa,51030.76,14,3645.05,52,14,2
2022-09-13,Beşiktaş,57791.83,23,2512.69,67,23,2
2022-09-13,Levent,99891.53,39,2561.32,124,39,2
2022-09-13,Pendik,22227.34,8,2778.42,29,8,1
2022-09-13,Üsküdar,30303.68,9,3367.08,29,9,1
2022-09-13,Şişli,36101.66,9,4011.3,26,9,1
2022-09-14,Ataşehir,31099.49,13,2392.27,34,13,1
2022-09-14,Bayrampaşa,28953.8,14,2068.13,46,14,2
2022-09-14,Beşiktaş,54032.53,35,1543.79,89,35,2
2022-09-14,Levent,63005.71,37,1702.86,112,37,2
2022-09-14,Pendik,3441.73,5,688.35,15,5,1
2022-09-14,Üsküdar,14208.71,6,2368.12,20,6,1
2022-09-14,Şişli,19660.31,10,1966.03,34,10,1
2022-09-15,Ataşehir,39705.65,21,1890.75,69,21,1
2022-09-15,Bayrampaşa,50834.57,19,2675.5,62,19,2
2022-09-15,Beşiktaş,68703.04,35,1962.94,105,35,2
2022-09-15,Levent,66952.45,45,1487.83,130,45,2
2022-09-15,Pendik,1203.8,3,401.27,11,3,1
2022-09-15,Üsküdar,3971.98,3,1323.99,12,3,1
2022-09-15,Şişli,28146.09,12,2345.51,43,12,1
2022-09-16,Ataşehir,20282.14,12,1690.18,36,12,1
2022-09-16,Bayrampaşa,17928.98,15,1195.27,37,15,2
2022-09-16,Beşiktaş,86637.67,30,2887.92,104,30,2
2022-09-16,Levent,117490.57,45,2610.9,150,45,2
2022-09-16,Pendik,1469.43,7,209.92,16,7,1
2022-09-16,Üsküdar,18010.33,9,2001.15,25,9,1
2022-09-16,Şişli,5652.68,3,1884.23,6,3,1
2022-09-17,Ataşehir,14804.17,8,1850.52,28,8,1
2022-09-17,Bayrampaşa,17678.0,8,2209.75,28,8,2
2022-09-17,Beşiktaş,43960.88,27,1628.18,85,27,2
2022-09-17,Levent,126645.54,52,2435.49,163,52,2
2022-09-17,Pendik,23590.92,7,3370.13,23,7,1
2022-09-17,Üsküdar,47469.18,10,4746.92,39,10,1
2022-09-17,Şişli,31933.08,15,2128.87,41,15,1
2022-09-18,Ataşehir,35016.48,14,2501.18,44,14,1
2022-09-18,Bayrampaşa,48018.88,16,3001.18,51,16,2
2022-09-18,Beşiktaş,37993.6,24,1583.07,71,24,2
2022-09-18,Levent,119008.4,52,2288.62,154,52,2
2022-09-18,Pendik,8665.28,3,2888.43,11,3,1
2022-09-18,Üsküdar,10335.21,5,2067.04,14,5,1
2022-09-18,Şişli,13796.15,9,1532.91,28,9,1
2022-09-19,Ataşehir,22365.34,12,1863.78,41,12,1
2022-09-19,Bayrampaşa,8503.8,10,850.38,20,10,2
2022-09-19,Beşiktaş,53540.62,32,1673.14,99,32,2
2022-09-19,Levent,91938.43,39,2357.4,108,39,2
2022-09-19,Pendik,9592.66,9,1065.85,27,9,1
2022-09-19,Üsküdar,17910.74,10,1791.07,33,10,1
2022-09-19,Şişli,21097.45,13,1622.88,37,13,1
2022-09-20,Ataşehir,37381.35,25,1495.25,77,25,1
2022-09-20,Bayrampaşa,22556.34,16,1409.77,50,16,2
2022-09-20,Beşiktaş,26074.45,30,869.15,79,30,2
2022-09-20,Levent,110890.72,42,2640.26,111,42,2
2022-09-20,Pendik,7163.94,5,1432.79,19,5,1
2022-09-20,Üsküdar,13774.58,8,1721.82,24,8,1
2022-09-20,Şişli,17359.4,9,1928.82,30,9,1
2022-09-21,Ataşehir,7697.25,11,699.75,28,11,1
2022-09-21,Bayrampaşa,6991.33,10,699.13,36,10,2
2022-09-21,Beşiktaş,58558.85,35,1673.11,109,35,2
2022-09-21,Levent,101075.82,46,2197.3,147,46,2
2022-09-21,Pendik,8265.68,5,1653.14,17,5,1
2022-09-21,Üsküdar,3069.63,5,613.93,15,5,1
2022-09-21,Şişli,52318.03,16,3269.88,44,16,1
2022-09-22,Ataşehir,27787.36,16,1736.71,55,16,1
2022-09-22,Bayrampaşa,15739.47,10,1573.95,23,10,2
2022-09-22,Beşiktaş,76609.51,26,2946.52,92,26,2
2022-09-22,Levent,49863.14,46,1083.98,146,46,2
2022-09-22,Pendik,21511.14,9,2390.13,26,9,1
2022-09-22,Üsküdar,6607.75,6,1101.29,20,6,1
2022-09-22,Şişli,24082.48,12,2006.87,38,12,1
2022-09-23,Ataşehir,23824.28,9,2647.14,31,9,1
2022-09-23,Bayrampaşa,39887.64,13,3068.28,38,13,2
2022-09-23,Beşiktaş,77886.82,35,2225.34,103,35,2
2022-09-23,Levent,104241.66,42,2481.94,111,42,2
2022-09-23,Pendik,8036.55,6,1339.43,24,6,1
2022-09-23,Üsküdar,10074.42,7,1439.2,25,7,1
2022-09-23,Şişli,33230.93,12,2769.24,41,12,1
2022-09-24,Ataşehir,22630.0,10,2263.0,28,10,1
2022-09-24,Bayrampaşa,47388.85,15,3159.26,43,15,2
2022-09-24,Beşiktaş,59699.0,32,1865.59,104,32,2
2022-09-24,Levent,55720.44,41,1359.04,129,41,2
2022-09-24,Pendik,24414.62,5,4882.92,17,5,1
2022-09-24,Üsküdar,8746.26,2,4373.13,8,2,1
2022-09-24,Şişli,8828.01,8,1103.5,20,8,1
2022-09-25,Ataşehir,35782.81,18,1987.93,46,18,1
2022-09-25,Bayrampaşa,16527.54,14,1180.54,37,14,2
2022-09-25,Beşiktaş,123521.35,39,3167.21,132,39,2
2022-09-25,Levent,88946.73,41,2169.43,122,41,2
2022-09-25,Pendik,45488.1,8,5686.01,34,8,1
2022-09-25,Üsküdar,20256.81,5,4051.36,19,5,1
2022-09-25,Şişli,29904.8,18,1661.38,56,18,1
2022-09-26,Ataşehir,5115.74,10,511.57,30,10,1
2022-09-26,Bayrampaşa,16094.61,13,1238.05,36,13,2
2022-09-26,Beşiktaş,74672.82,30,2489.09,98,30,2
2022-09-26,Levent,115011.31,50,2300.23,148,50,2
2022-09-26,Pendik,14268.75,4,3567.19,17,4,1
2022-09-26,Üsküdar,9085.68,9,1009.52,30,9,1
2022-09-26,Şişli,32252.35,13,2480.95,48,13,1
2022-09-27,Ataşehir,32026.04,20,1601.3,64,20,1
2022-09-27,Bayrampaşa,54018.28,15,3601.22,53,15,2
2022-09-27,Beşiktaş,65537.23,31,2114.1,92,31,2
2022-09-27,Levent,94555.54,38,2488.3,118,38,2
2022-09-27,Pendik,916.43,5,183.29,13,5,1
2022-09-27,Üsküdar,18773.29,7,2681.9,24,7,1
2022-09-27,Şişli,21424.58,8,2678.07,24,8,1
2022-09-28,Ataşehir,47494.21,23,2064.97,79,23,1
2022-09-28,Bayrampaşa,31086.14,14,2220.44,41,14,2
2022-09-28,Beşiktaş,62500.04,38,1644.74,114,38,2
2022-09-28,Levent,64241.7,37,1736.26,109,37,2
2022-09-28,Pendik,4190.58,4,1047.64,8,4,1
2022-09-28,Üsküdar,103.88,2,51.94,6,2,1
2022-09-28,Şişli,25190.61,11,2290.06,37,11,1
2022-09-29,Ataşehir,3289.72,8,411.22,22,8,1
2022-09-29,Bayrampaşa,13840.78,11,1258.25,26,11,2
2022-09-29,Beşiktaş,43344.17,24,1806.01,75,24,2
2022-09-29,Levent,74900.13,45,1664.45,130,45,2
2022-09-29,Pendik,7059.25,3,2353.08,7,3,1
2022-09-29,Üsküdar,960.26,1,960.26,2,1,1
2022-09-29,Şişli,32032.65,11,2912.06,38,11,1
2022-09-30,Ataşehir,27100.85,13,2084.68,42,13,1
2022-09-30,Bayrampaşa,25767.59,9,2863.07,30,9,2
2022-09-30,Beşiktaş,64382.66,31,2076.86,103,31,2
2022-09-30,Levent,50053.59,32,1564.17,104,32,2
2022-09-30,Pendik,2471.85,6,411.98,15,6,1
2022-09-30,Üsküdar,5328.82,8,666.1,18,8,1
2022-09-30,Şişli,29834.79,18,1657.49,58,18,1
2022-10-01,Ataşehir,29683.59,12,2473.63,38,12,1
2022-10-01,Bayrampaşa,25613.36,8,3201.67,33,8,2
2022-10-01,Beşiktaş,86696.01,28,3096.29,84,28,2
2022-10-01,Levent,88409.17,53,1668.1,158,53,2
2022-10-01,Pendik,950.9,3,316.97,10,3,1
2022-10-01,Üsküdar,13294.71,7,1899.24,26,7,1
2022-10-01,Şişli,22156.05,15,1477.07,43,15,1
2022-10-02,Ataşehir,24203.96,10,2420.4,33,10,1
2022-10-02,Bayrampaşa,47192.67,20,2359.63,66,20,2
2022-10-02,Beşiktaş,57034.0,28,2036.93,88,28,2
2022-10-02,Levent,99052.51,47,2107.5,159,47,2
2022-10-02,Pendik,5490.65,4,1372.66,11,4,1
2022-10-02,Üsküdar,33236.53,6,5539.42,25,6,1
2022-10-02,Şişli,33405.27,15,2227.02,53,15,1
2022-10-03,Ataşehir,28659.59,15,1910.64,42,15,1
2022-10-03,Bayrampaşa,23631.51,11,2148.32,37,11,2
2022-10-03,Beşiktaş,56936.99,30,1897.9,99,30,2
2022-10-03,Levent,115190.68,49,2350.83,163,49,2
2022-10-03,Pendik,9943.84,8,1242.98,23,8,1
2022-10-03,Üsküdar,16749.35,8,2093.67,21,8,1
2022-10-03,Şişli,28713.02,9,3190.34,30,9,1
2022-10-04,Ataşehir,21272.57,9,2363.62,29,9,1
2022-10-04,Bayrampaşa,60155.36,15,4010.36,51,15,2
2022-10-04,Beşiktaş,51071.91,23,2220.52,67,23,2
2022-10-04,Levent,72399.92,41,1765.85,121,41,2
2022-10-04,Pendik,458.76,3,152.92,7,3,1
2022-10-04,Üsküdar,5605.87,6,934.31,18,6,1
2022-10-04,Şişli,26759.74,9,2973.3,34,9,1
2022-10-05,Ataşehir,11787.62,9,1309.74,30,9,1
2022-10-05,Bayrampaşa,29714.35,17,1747.9,60,17,2
2022-10-05,Beşiktaş,59678.66,30,1989.29,90,30,2
2022-10-05,Levent,102868.01,43,2392.28,126,43,2
2022-10-05,Pendik,2932.68,4,733.17,12,4,1
2022-10-05,Üsküdar,986.1,5,197.22,17,5,1
2022-10-05,Şişli,59977.54,11,5452.5,44,11,1
2022-10-06,Ataşehir,64042.8,17,3767.22,72,17,1
2022-10-06,Bayrampaşa,40944.5,11,3722.23,43,11,2
2022-10-06,Beşiktaş,77392.25,36,2149.78,119,36,2
2022-10-06,Levent,66910.55,39,1715.66,113,39,2
2022-10-06,Pendik,10813.58,3,3604.53,14,3,1
2022-10-06,Üsküdar,15056.28,5,3011.26,15,5,1
2022-10-06,Şişli,30171.22,13,2320.86,35,13,1
2022-10-07,Ataşehir,11346.57,8,1418.32,25,8,1
2022-10-07,Bayrampaşa,16008.58,10,1600.86,29,10,2
2022-10-07,Beşiktaş,55402.99,29,1910.45,83,29,2
2022-10-07,Levent,46664.75,42,1111.07,129,42,2
2022-10-07,Pendik,2658.75,4,664.69,9,4,1
2022-10-07,Üsküdar,8459.4,5,1691.88,15,5,1
2022-10-07,Şişli,36504.81,12,3042.07,41,12,1
2022-10-08,Ataşehir,5258.2,8,657.27,12,8,1
2022-10-08,Bayrampaşa,13232.21,15,882.15,42,15,2
2022-10-08,Beşiktaş,56956.31,31,1837.3,79,31,2
2022-10-08,Levent,120581.4,42,2870.99,135,42,2
2022-10-08,Pendik,10448.7,7,1492.67,15,7,1
2022-10-08,Üsküdar,10242.41,6,1707.07,16,6,1
2022-10-08,Şişli,14287.93,12,1190.66,32,12,1
2022-10-09,Ataşehir,4784.93,11,434.99,26,11,1
2022-10-09,Bayrampaşa,54877.48,21,2613.21,72,21,2
2022-10-09,Beşiktaş,63241.0,35,1806.89,108,35,2
2022-10-09,Levent,100351.8,45,2230.04,135,45,2
2022-10-09,Pendik,5507.51,7,786.79,22,7,1
2022-10-09,Üsküdar,4903.29,8,612.91,19,8,1
2022-10-09,Şişli,41272.4,15,2751.49,37,15,1
2022-10-10,Ataşehir,3420.37,6,570.06,16,6,1
2022-10-10,Bayrampaşa,24600.75,16,1537.55,40,16,2
2022-10-10,Beşiktaş,61661.86,35,1761.77,112,35,2
2022-10-10,Levent,96006.49,44,2181.97,131,44,2
2022-10-10,Pendik,27730.3,5,5546.06,19,5,1
2022-10-10,Üsküdar,10228.52,7,1461.22,15,7,1
2022-10-10,Şişli,7638.47,13,587.57,42,13,1
2022-10-11,Ataşehir,15152.24,11,1377.48,24,11,1
2022-10-11,Bayrampaşa,32761.91,8,4095.24,28,8,2
2022-10-11,Beşiktaş,74274.96,36,2063.19,105,36,2
2022-10-11,Levent,153312.48,44,3484.37,135,44,2
2022-10-11,Pendik,20657.74,8,2582.22,17,8,1
2022-10-11,Üsküdar,13633.67,7,1947.67,18,7,1
2022-10-11,Şişli,36478.95,6,6079.82,25,6,1
2022-10-12,Ataşehir,8665.16,12,722.1,37,12,1
2022-10-12,Bayrampaşa,26205.17,11,2382.29,34,11,2
2022-10-12,Beşiktaş,102715.82,43,2388.74,149,43,2
2022-10-12,Levent,78368.67,40,1959.22,124,40,2
2022-10-12,Pendik,49164.55,12,4097.05,39,12,1
2022-10-12,Üsküdar,18792.2,5,3758.44,17,5,1
2022-10-12,Şişli,23042.12,12,1920.18,36,12,1
2022-10-13,Ataşehir,23294.27,12,1941.19,33,12,1
2022-10-13,Bayrampaşa,6178.06,16,386.13,46,16,2
2022-10-13,Beşiktaş,49910.37,33,1512.44,108,33,2
2022-10-13,Levent,95270.23,48,1984.8,156,48,2
2022-10-13,Pendik,15081.13,7,2154.45,25,7,1
2022-10-13,Üsküdar,5624.94,4,1406.24,14,4,1
2022-10-13,Şişli,17205.69,16,1075.36,52,16,1
2022-10-14,Ataşehir,22808.66,10,2280.87,32,10,1
2022-10-14,Bayrampaşa,22374.53,14,1598.18,43,14,2
2022-10-14,Beşiktaş,82983.32,35,2370.95,108,35,2
2022-10-14,Levent,91604.63,56,1635.8,148,56,2
2022-10-14,Pendik,8956.75,7,1279.54,26,7,1
2022-10-14,Üsküdar,30280.78,8,3785.1,25,8,1
2022-10-14,Şişli,20508.73,10,2050.87,32,10,1
2022-10-15,Ataşehir,20652.37,13,1588.64,31,13,1
2022-10-15,Bayrampaşa,29404.79,13,2261.91,41,13,2
2022-10-15,Beşiktaş,38449.5,37,1039.18,109,37,2
2022-10-15,Levent,157750.43,48,3286.47,143,48,2
2022-10-15,Pendik,29367.26,7,4195.32,25,7,1
2022-10-15,Üsküdar,2909.96,6,484.99,19,6,1
2022-10-15,Şişli,45610.96,15,3040.73,50,15,1
2022-10-16,Ataşehir,24942.42,8,3117.8,21,8,1
2022-10-16,Bayrampaşa,14625.36,10,1462.54,29,10,2
2022-10-16,Beşiktaş,127459.02,30,4248.63,104,30,2
2022-10-16,Levent,73728.6,40,1843.22,124,40,2
2022-10-16,Pendik,2190.11,5,438.02,13,5,1
2022-10-16,Üsküdar,14239.31,9,1582.15,30,9,1
2022-10-16,Şişli,33070.06,13,2543.85,39,13,1
2022-10-17,Ataşehir,16496.75,16,1031.05,45,16,1
2022-10-17,Bayrampaşa,19619.51,8,2452.44,23,8,2
2022-10-17,Beşiktaş,86478.46,32,2702.45,97,32,2
2022-10-17,Levent,156285.97,46,3397.52,151,46,2
2022-10-17,Pendik,12677.85,8,1584.73,24,8,1
2022-10-17,Üsküdar,3862.03,2,1931.01,6,2,1
2022-10-17,Şişli,28751.82,15,1916.79,48,15,1
2022-10-18,Ataşehir,33504.14,12,2792.01,43,12,1
2022-10-18,Bayrampaşa,1037.8,5,207.56,14,5,2
2022-10-18,Beşiktaş,94592.51,24,3941.35,93,24,2
2022-10-18,Levent,49019.17,36,1361.64,115,36,2
2022-10-18,Pendik,7887.96,6,1314.66,20,6,1
2022-10-18,Üsküdar,7172.3,8,896.54,23,8,1
2022-10-18,Şişli,8374.72,7,1196.39,19,7,1
2022-10-19,Ataşehir,29997.95,17,1764.59,46,17,1
2022-10-19,Bayrampaşa,20181.96,11,1834.72,37,11,2
2022-10-19,Beşiktaş,57997.81,27,2148.07,78,27,2
2022-10-19,Levent,141453.26,45,3143.41,154,45,2
2022-10-19,Pendik,10499.91,9,1166.66,19,9,1
2022-10-19,Üsküdar,39104.16,9,4344.91,27,9,1
2022-10-19,Şişli,39953.35,12,3329.45,44,12,1
2022-10-20,Ataşehir,16690.52,5,3338.1,16,5,1
2022-10-20,Bayrampaşa,40258.5,16,2516.16,49,16,2
2022-10-20,Beşiktaş,21897.61,17,1288.09,43,17,2
2022-10-20,Levent,51421.15,42,1224.31,112,42,2
2022-10-20,Pendik,4413.22,4,1103.31,7,4,1
2022-10-20,Üsküdar,13463.54,8,1682.94,30,8,1
2022-10-20,Şişli,49360.96,15,3290.73,45,15,1
2022-10-21,Ataşehir,38836.28,17,2284.49,60,17,1
2022-10-21,Bayrampaşa,24760.9,10,2476.09,30,10,2
2022-10-21,Beşiktaş,53220.99,32,1663.16,82,32,2
2022-10-21,Levent,95934.75,56,1713.12,176,56,2
2022-10-21,Pendik,27114.3,10,2711.43,33,10,1
2022-10-21,Üsküdar,3437.07,7,491.01,16,7,1
2022-10-21,Şişli,9252.34,13,711.72,40,13,1
2022-10-22,Ataşehir,17781.27,13,1367.79,41,13,1
2022-10-22,Bayrampaşa,43181.75,10,4318.17,35,10,2
2022-10-22,Beşiktaş,38462.65,28,1373.67,80,28,2
2022-10-22,Levent,88470.71,43,2057.46,133,43,2
2022-10-22,Pendik,15456.99,4,3864.25,14,4,1
2022-10-22,Üsküdar,30747.11,6,5124.52,18,6,1
2022-10-22,Şişli,34605.15,12,2883.76,41,12,1
2022-10-23,Ataşehir,36467.78,14,2604.84,45,14,1
2022-10-23,Bayrampaşa,29856.32,15,1990.42,43,15,2
2022-10-23,Beşiktaş,55439.95,41,1352.19,116,41,2
2022-10-23,Levent,83279.5,51,1632.93,153,51,2
2022-10-23,Pendik,5431.01,7,775.86,20,7,1
2022-10-23,Üsküdar,10642.1,10,1064.21,18,10,1
2022-10-23,Şişli,41823.13,17,2460.18,47,17,1
2022-10-24,Ataşehir,24934.97,7,3562.14,27,7,1
2022-10-24,Bayrampaşa,15919.02,11,1447.18,33,11,2
2022-10-24,Beşiktaş,56445.54,42,1343.94,118,42,2
2022-10-24,Levent,63953.64,41,1559.84,123,41,2
2022-10-24,Pendik,29513.27,5,5902.65,16,5,1
2022-10-24,Üsküdar,11801.08,8,1475.13,30,8,1
2022-10-24,Şişli,26584.32,11,2416.76,34,11,1
2022-10-25,Ataşehir,11949.86,12,995.82,29,12,1
2022-10-25,Bayrampaşa,18697.72,14,1335.55,38,14,2
2022-10-25,Beşiktaş,44433.75,24,1851.41,76,24,2
2022-10-25,Levent,102888.58,47,2189.12,154,47,2
2022-10-25,Pendik,28202.28,6,4700.38,23,6,1
2022-10-25,Üsküdar,12263.96,6,2043.99,18,6,1
2022-10-25,Şişli,24135.88,15,1609.06,45,15,1
2022-10-26,Ataşehir,31299.08,9,3477.68,29,9,1
2022-10-26,Bayrampaşa,50666.46,13,3897.42,48,13,2
